,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
All households,"82,956","109,524","101,316","76,853","131,504","119,039","128,160","105,438","148,872","99,349","99,863","120,969","94,503","106,728","88,805","92,695","93,221","82,614","79,175","93,555","125,876","133,823","91,856","109,737","72,624","88,586","90,874","94,599","98,422","119,452","134,191","82,382","119,130","94,353","97,699","90,109","82,741","102,923","100,015","108,023","88,704","90,806","89,799","101,738","114,044","97,261","119,058","125,847","75,265","94,085","90,018"
